Site4,Date,Source,Max Temp,Min Temp,Avg Temp,HDDs,CDDs,Precipitation Water Equiv,Snowfall,Snow/Ice Depth
KSFO,1986-05-18,NCDC-EstDew-EstWind,63,48,55.5,9.5,0,,0,0
KSFO,1986-05-19,NCDC-EstDew-EstWind,61,48,54.5,10.5,0,,0,0
KSFO,1986-05-20,NCDC-EstDew-EstWind,64,51,57.5,7.5,0,,0,0
KSFO,1986-05-21,NCDC-EstDew-EstWind,63,49,56,9,0,,0,0
KSFO,1986-05-22,NCDC-EstDew-EstWind,71,47,59,6,0,,0,0
KSFO,1986-05-23,NCDC-EstDew-EstWind,62,50,56,9,0,,0,0
KSFO,1986-05-24,NCDC-EstDew-EstWind,73,51,62,3,0,,0,0
KSFO,1986-05-25,NCDC-EstDew-EstWind,70,53,61.5,3.5,0,,0,0
KSFO,1986-05-26,NCDC-EstDew-EstWind,73,53,63,2,0,,0,0
KSFO,1986-05-27,NCDC-EstDew-EstWind,62,52,57,8,0,,0,0
KSFO,1986-05-28,NCDC-EstDew-EstWind,67,51,59,6,0,,0,0
KSFO,1986-05-29,NCDC-EstDew-EstWind,73,51,62,3,0,,0,0
KSFO,1986-05-30,NCDC-EstDew-EstWind,73,51,62,3,0,,0,0
KSFO,1986-05-31,NCDC-EstDew-EstWind,66,54,60,5,0,,0,0
KSFO,1986-06-01,NCDC-EstDew-EstWind,66,54,60,5,0,,0,0
KSFO,1986-06-02,NCDC-EstDew-EstWind,65,55,60,5,0,,0,0
KSFO,1986-06-03,NCDC-EstDew-EstWind,66,57,61.5,3.5,0,,0,0
KSFO,1986-06-04,NCDC-EstDew-EstWind,68,55,61.5,3.5,0,,0,0
KSFO,1986-06-05,NCDC-EstDew-EstWind,67,55,61,4,0,,0,0
KSFO,1986-06-06,NCDC-EstDew-EstWind,66,55,60.5,4.5,0,,0,0
KSFO,1986-06-07,NCDC-EstDew-EstWind,67,53,60,5,0,,0,0
KSFO,1986-06-08,NCDC-EstDew-EstWind,79,50,64.5,0.5,0,,0,0
KSFO,1986-06-09,NCDC-EstDew-EstWind,91,51,71,0,6,,0,0
KSFO,1986-06-10,NCDC-EstDew-EstWind,76,57,66.5,0,1.5,,0,0
KSFO,1986-06-11,NCDC-EstDew-EstWind,70,56,63,2,0,,0,0
KSFO,1986-06-12,NCDC-EstDew-EstWind,69,54,61.5,3.5,0,,0,0
KSFO,1986-06-13,NCDC-EstDew-EstWind,68,55,61.5,3.5,0,,0,0
KSFO,1986-06-14,NCDC-EstDew-EstWind,69,57,63,2,0,,0,0
KSFO,1986-06-15,NCDC-EstDew-EstWind,66,55,60.5,4.5,0,,0,0
KSFO,1986-06-16,NCDC-EstDew-EstWind,71,57,64,1,0,,0,0
KSFO,1986-06-17,NCDC-EstDew-EstWind,74,58,66,0,1,,0,0
KSFO,1986-06-18,NCDC-EstDew-EstWind,69,54,61.5,3.5,0,,0,0
KSFO,1986-06-19,NCDC-EstDew-EstWind,68,51,59.5,5.5,0,,0,0
KSFO,1986-06-20,NCDC-EstDew-EstWind,68,51,59.5,5.5,0,,0,0
KSFO,1986-06-21,NCDC-EstDew-EstWind,82,51,66.5,0,1.5,,0,0
KSFO,1986-06-22,NCDC-EstDew-EstWind,77,53,65,0,0,,0,0
KSFO,1986-06-23,NCDC-EstDew-EstWind,75,51,63,2,0,,0,0
KSFO,1986-06-24,NCDC-EstDew-EstWind,71,54,62.5,2.5,0,,0,0
KSFO,1986-06-25,NCDC-EstDew-EstWind,69,54,61.5,3.5,0,,0,0
KSFO,1986-06-26,NCDC-EstDew-EstWind,73,55,64,1,0,,0,0
KSFO,1986-06-27,NCDC-EstDew-EstWind,66,55,60.5,4.5,0,,0,0
KSFO,1986-06-28,NCDC-EstDew-EstWind,66,55,60.5,4.5,0,,0,0
KSFO,1986-06-29,NCDC-EstDew-EstWind,67,53,60,5,0,,0,0
KSFO,1986-06-30,NCDC-EstDew-EstWind,77,52,64.5,0.5,0,,0,0
KSFO,1986-07-01,NCDC-EstDew-EstWind,76,53,64.5,0.5,0,,0,0
KSFO,1986-07-02,NCDC-EstDew-EstWind,74,53,63.5,1.5,0,,0,0
KSFO,1986-07-03,NCDC-EstDew-EstWind,70,54,62,3,0,,0,0
KSFO,1986-07-04,NCDC-EstDew-EstWind,69,54,61.5,3.5,0,,0,0
KSFO,1986-07-05,NCDC-EstDew-EstWind,76,52,64,1,0,,0,0
KSFO,1986-07-06,NCDC-EstDew-EstWind,71,54,62.5,2.5,0,,0,0
KSFO,1986-07-07,NCDC-EstDew-EstWind,67,53,60,5,0,,0,0
KSFO,1986-07-08,NCDC-EstDew-EstWind,72,51,61.5,3.5,0,,0,0
KSFO,1986-07-09,NCDC-EstDew-EstWind,69,53,61,4,0,,0,0
KSFO,1986-07-10,NCDC-EstDew-EstWind,78,53,65.5,0,0.5,,0,0
KSFO,1986-07-11,NCDC-EstDew-EstWind,74,54,64,1,0,,0,0
KSFO,1986-07-12,NCDC-EstDew-EstWind,72,53,62.5,2.5,0,,0,0
KSFO,1986-07-13,NCDC-EstDew-EstWind,74,52,63,2,0,,0,0
KSFO,1986-07-14,NCDC-EstDew-EstWind,68,53,60.5,4.5,0,,0,0
KSFO,1986-07-15,NCDC-EstDew-EstWind,73,50,61.5,3.5,0,,0,0
KSFO,1986-07-16,NCDC-EstDew-EstWind,67,53,60,5,0,,0,0
KSFO,1986-07-17,NCDC-EstDew-EstWind,65,49,57,8,0,,0,0
KSFO,1986-07-18,NCDC-EstDew-EstWind,66,53,59.5,5.5,0,,0,0
KSFO,1986-07-19,NCDC-EstDew-EstWind,69,52,60.5,4.5,0,,0,0
KSFO,1986-07-20,NCDC-EstDew-EstWind,75,51,63,2,0,,0,0
KSFO,1986-07-21,NCDC-EstDew-EstWind,72,53,62.5,2.5,0,,0,0
KSFO,1986-07-22,NCDC-EstDew-EstWind,74,57,65.5,0,0.5,,0,0
KSFO,1986-07-23,NCDC-EstDew-EstWind,76,57,66.5,0,1.5,,0,0
KSFO,1986-07-24,NCDC-EstDew-EstWind,77,52,64.5,0.5,0,,0,0
KSFO,1986-07-25,NCDC-EstDew-EstWind,73,56,64.5,0.5,0,,0,0
KSFO,1986-07-26,NCDC-EstDew-EstWind,69,54,61.5,3.5,0,,0,0
KSFO,1986-07-27,NCDC-EstDew-EstWind,65,53,59,6,0,,0,0
KSFO,1986-07-28,NCDC-EstDew-EstWind,71,53,62,3,0,,0,0
KSFO,1986-07-29,NCDC-EstDew-EstWind,71,52,61.5,3.5,0,,0,0
KSFO,1986-07-30,NCDC-EstDew-EstWind,82,49,65.5,0,0.5,,0,0
KSFO,1986-07-31,NCDC-EstDew-EstWind,71,54,62.5,2.5,0,,0,0
KSFO,1986-08-01,NCDC-EstDew-EstWind,70,52,61,4,0,,0,0
KSFO,1986-08-02,NCDC-EstDew-EstWind,68,53,60.5,4.5,0,,0,0
KSFO,1986-08-03,NCDC-EstDew-EstWind,70,52,61,4,0,,0,0
KSFO,1986-08-04,NCDC-EstDew-EstWind,69,53,61,4,0,,0,0
KSFO,1986-08-05,NCDC-EstDew-EstWind,74,51,62.5,2.5,0,,0,0
KSFO,1986-08-06,NCDC-EstDew-EstWind,71,53,62,3,0,,0,0
KSFO,1986-08-07,NCDC-EstDew-EstWind,66,52,59,6,0,,0,0
KSFO,1986-08-08,NCDC-EstDew-EstWind,66,52,59,6,0,,0,0
KSFO,1986-08-09,NCDC-EstDew-EstWind,66,53,59.5,5.5,0,,0,0
KSFO,1986-08-10,NCDC-EstDew-EstWind,68,54,61,4,0,,0,0
KSFO,1986-08-11,NCDC-EstDew-EstWind,68,52,60,5,0,,0,0
KSFO,1986-08-12,NCDC-EstDew-EstWind,71,52,61.5,3.5,0,,0,0
KSFO,1986-08-13,NCDC-EstDew-EstWind,70,53,61.5,3.5,0,,0,0
KSFO,1986-08-14,NCDC-EstDew-EstWind,71,55,63,2,0,,0,0
KSFO,1986-08-15,NCDC-EstDew-EstWind,70,56,63,2,0,,0,0
KSFO,1986-08-16,NCDC-EstDew-EstWind,71,56,63.5,1.5,0,,0,0
KSFO,1986-08-17,NCDC-EstDew-EstWind,68,58,63,2,0,,0,0
KSFO,1986-08-18,NCDC-EstDew-EstWind,72,56,64,1,0,,0,0
KSFO,1986-08-19,NCDC-EstDew-EstWind,71,52,61.5,3.5,0,,0,0
KSFO,1986-08-20,NCDC-EstDew-EstWind,67,53,60,5,0,,0,0
KSFO,1986-08-21,NCDC-EstDew-EstWind,65,53,59,6,0,,0,0
KSFO,1986-08-22,NCDC-EstDew-EstWind,64,51,57.5,7.5,0,,0,0
KSFO,1986-08-23,NCDC-EstDew-EstWind,64,52,58,7,0,,0,0
KSFO,1986-08-24,NCDC-EstDew-EstWind,75,50,62.5,2.5,0,,0,0
KSFO,1986-08-25,NCDC-EstDew-EstWind,74,53,63.5,1.5,0,,0,0
KSFO,1986-08-26,NCDC-EstDew-EstWind,70,52,61,4,0,,0,0
KSFO,1986-08-27,NCDC-EstDew-EstWind,67,54,60.5,4.5,0,,0,0
KSFO,1986-08-28,NCDC-EstDew-EstWind,69,56,62.5,2.5,0,,0,0
KSFO,1986-08-29,NCDC-EstDew-EstWind,67,55,61,4,0,,0,0
KSFO,1986-08-30,NCDC-EstDew-EstWind,69,54,61.5,3.5,0,,0,0
KSFO,1986-08-31,NCDC-EstDew-EstWind,72,50,61,4,0,,0,0
KSFO,1986-09-01,NCDC-EstDew-EstWind,76,52,64,1,0,,0,0
KSFO,1986-09-02,NCDC-EstDew-EstWind,74,55,64.5,0.5,0,,0,0
KSFO,1986-09-03,NCDC-EstDew-EstWind,71,57,64,1,0,,0,0
KSFO,1986-09-04,NCDC-EstDew-EstWind,69,54,61.5,3.5,0,,0,0
KSFO,1986-09-05,NCDC-EstDew-EstWind,70,54,62,3,0,,0,0
KSFO,1986-09-06,NCDC-EstDew-EstWind,68,55,61.5,3.5,0,,0,0
KSFO,1986-09-07,NCDC-EstDew-EstWind,70,56,63,2,0,,0,0
KSFO,1986-09-08,NCDC-EstDew-EstWind,63,55,59,6,0,,0,0
KSFO,1986-09-09,NCDC-EstDew-EstWind,70,52,61,4,0,,0,0
KSFO,1986-09-10,NCDC-EstDew-EstWind,83,52,67.5,0,2.5,,0,0
KSFO,1986-09-11,NCDC-EstDew-EstWind,80,52,66,0,1,,0,0
KSFO,1986-09-12,NCDC-EstDew-EstWind,72,56,64,1,0,,0,0
KSFO,1986-09-13,NCDC-EstDew-EstWind,73,56,64.5,0.5,0,,0,0
KSFO,1986-09-14,NCDC-EstDew-EstWind,76,55,65.5,0,0.5,,0,0
KSFO,1986-09-15,NCDC-EstDew-EstWind,74,55,64.5,0.5,0,,0,0
KSFO,1986-09-16,NCDC-EstDew-EstWind,69,58,63.5,1.5,0,,0,0
KSFO,1986-09-17,NCDC-EstDew-EstWind,76,57,66.5,0,1.5,,0,0
KSFO,1986-09-18,NCDC-EstDew-EstWind,70,55,62.5,2.5,0,,0,0
KSFO,1986-09-19,NCDC-EstDew-EstWind,69,54,61.5,3.5,0,,0,0
KSFO,1986-09-20,NCDC-EstDew-EstWind,71,53,62,3,0,,0,0
KSFO,1986-09-21,NCDC-EstDew-EstWind,68,54,61,4,0,,0,0
KSFO,1986-09-22,NCDC-EstDew-EstWind,73,51,62,3,0,,0,0
KSFO,1986-09-23,NCDC-EstDew-EstWind,66,56,61,4,0,,0,0
KSFO,1986-09-24,NCDC-EstDew-EstWind,69,56,62.5,2.5,0,,0,0
KSFO,1986-09-25,NCDC-EstDew-EstWind,68,55,61.5,3.5,0,,0,0
KSFO,1986-09-26,NCDC-EstDew-EstWind,68,55,61.5,3.5,0,,0,0
KSFO,1986-09-27,NCDC-EstDew-EstWind,69,55,62,3,0,,0,0
KSFO,1986-09-28,NCDC-EstDew-EstWind,73,51,62,3,0,,0,0
KSFO,1986-09-29,NCDC-EstDew-EstWind,74,51,62.5,2.5,0,,0,0
KSFO,1986-09-30,NCDC-EstDew-EstWind,69,56,62.5,2.5,0,,0,0
KSFO,1986-10-01,NCDC-EstDew-EstWind,72,53,62.5,2.5,0,,0,
KSFO,1986-10-02,NCDC-EstDew-EstWind,77,57,67,0,2,,0,
KSFO,1986-10-03,NCDC-EstDew-EstWind,81,58,69.5,0,4.5,,0,
KSFO,1986-10-04,NCDC-EstDew-EstWind,84,53,68.5,0,3.5,,0,
KSFO,1986-10-05,NCDC-EstDew-EstWind,83,54,68.5,0,3.5,,0,
KSFO,1986-10-06,NCDC-EstDew-EstWind,75,52,63.5,1.5,0,,0,
KSFO,1986-10-07,NCDC-EstDew-EstWind,77,51,64,1,0,,0,
KSFO,1986-10-08,NCDC-EstDew-EstWind,69,51,60,5,0,,0,
KSFO,1986-10-09,NCDC-EstDew-EstWind,64,51,57.5,7.5,0,,0,
KSFO,1986-10-10,NCDC-EstDew-EstWind,65,53,59,6,0,,0,
KSFO,1986-10-11,NCDC-EstDew-EstWind,63,53,58,7,0,,0,
KSFO,1986-10-12,NCDC-EstDew-EstWind,67,52,59.5,5.5,0,,0,
KSFO,1986-10-13,NCDC-EstDew-EstWind,74,48,61,4,0,,0,
KSFO,1986-10-14,NCDC-EstDew-EstWind,79,51,65,0,0,,0,
KSFO,1986-10-15,NCDC-EstDew-EstWind,69,48,58.5,6.5,0,,0,
KSFO,1986-10-16,NCDC-EstDew-EstWind,68,50,59,6,0,,0,
KSFO,1986-10-17,NCDC-EstDew-EstWind,67,55,61,4,0,,0,
KSFO,1986-10-18,NCDC-EstDew-EstWind,69,51,60,5,0,,0,
KSFO,1986-10-19,NCDC-EstDew-EstWind,64,48,56,9,0,,0,
KSFO,1986-10-20,NCDC-EstDew-EstWind,62,51,56.5,8.5,0,,0,
KSFO,1986-10-21,NCDC-EstDew-EstWind,70,51,60.5,4.5,0,,0,
KSFO,1986-10-22,NCDC-EstDew-EstWind,68,50,59,6,0,,0,
KSFO,1986-10-23,NCDC-EstDew-EstWind,62,50,56,9,0,,0,
KSFO,1986-10-24,NCDC-EstDew-EstWind,74,57,65.5,0,0.5,,0,
KSFO,1986-10-25,NCDC-EstDew-EstWind,73,55,64,1,0,,0,
KSFO,1986-10-26,NCDC-EstDew-EstWind,74,55,64.5,0.5,0,,0,
KSFO,1986-10-27,NCDC-EstDew-EstWind,68,53,60.5,4.5,0,,0,
KSFO,1986-10-28,NCDC-EstDew-EstWind,62,50,56,9,0,,0,
KSFO,1986-10-29,NCDC-EstDew-EstWind,73,52,62.5,2.5,0,,0,
KSFO,1986-10-30,NCDC-EstDew-EstWind,66,52,59,6,0,,0,
KSFO,1986-10-31,NCDC-EstDew-EstWind,71,49,60,5,0,,0,
KSFO,1986-11-01,NCDC-EstDew-EstWind,75,51,63,2,0,,0,
KSFO,1986-11-02,NCDC-EstDew-EstWind,77,50,63.5,1.5,0,,0,
KSFO,1986-11-03,NCDC-EstDew-EstWind,78,47,62.5,2.5,0,,0,
KSFO,1986-11-04,NCDC-EstDew-EstWind,79,47,63,2,0,,0,
KSFO,1986-11-05,NCDC-EstDew-EstWind,65,48,56.5,8.5,0,,0,
KSFO,1986-11-06,NCDC-EstDew-EstWind,70,50,60,5,0,,0,
KSFO,1986-11-07,NCDC-EstDew-EstWind,62,51,56.5,8.5,0,,0,
KSFO,1986-11-08,NCDC-EstDew-EstWind,65,48,56.5,8.5,0,,0,
KSFO,1986-11-09,NCDC-EstDew-EstWind,68,45,56.5,8.5,0,,0,
KSFO,1986-11-10,NCDC-EstDew-EstWind,72,47,59.5,5.5,0,,0,
KSFO,1986-11-11,NCDC-EstDew-EstWind,74,47,60.5,4.5,0,,0,
KSFO,1986-11-12,NCDC-EstDew-EstWind,74,48,61,4,0,,0,
KSFO,1986-11-13,NCDC-EstDew-EstWind,61,46,53.5,11.5,0,,0,
KSFO,1986-11-14,NCDC-EstDew-EstWind,61,53,57,8,0,,0,
KSFO,1986-11-15,NCDC-EstDew-EstWind,68,49,58.5,6.5,0,,0,
KSFO,1986-11-16,NCDC-EstDew-EstWind,67,48,57.5,7.5,0,,0,
KSFO,1986-11-17,NCDC-EstDew-EstWind,69,51,60,5,0,,0,
KSFO,1986-11-18,NCDC-EstDew-EstWind,63,54,58.5,6.5,0,,0,
KSFO,1986-11-19,NCDC-EstDew-EstWind,64,50,57,8,0,,0,
KSFO,1986-11-20,NCDC-EstDew-EstWind,67,47,57,8,0,,0,
KSFO,1986-11-21,NCDC-EstDew-EstWind,63,51,57,8,0,,0,
KSFO,1986-11-22,NCDC-EstDew-EstWind,64,50,57,8,0,,0,
KSFO,1986-11-23,NCDC-EstDew-EstWind,65,46,55.5,9.5,0,,0,
KSFO,1986-11-24,NCDC-EstDew-EstWind,65,44,54.5,10.5,0,,0,
KSFO,1986-11-25,NCDC-EstDew-EstWind,70,45,57.5,7.5,0,,0,
KSFO,1986-11-26,NCDC-EstDew-EstWind,62,42,52,13,0,,0,
KSFO,1986-11-27,NCDC-EstDew-EstWind,61,41,51,14,0,,0,
KSFO,1986-11-28,NCDC-EstDew-EstWind,56,41,48.5,16.5,0,,0,
KSFO,1986-11-29,NCDC-EstDew-EstWind,58,45,51.5,13.5,0,,0,
KSFO,1986-11-30,NCDC-EstDew-EstWind,62,40,51,14,0,,0,
KSFO,1986-12-01,NCDC-EstDew-EstWind,64,40,52,13,0,,0,
KSFO,1986-12-02,NCDC-EstDew-EstWind,62,41,51.5,13.5,0,,0,
KSFO,1986-12-03,NCDC-EstDew-EstWind,64,42,53,12,0,,0,
KSFO,1986-12-04,NCDC-EstDew-EstWind,62,49,55.5,9.5,0,,0,
KSFO,1986-12-05,NCDC-EstDew-EstWind,61,50,55.5,9.5,0,,0,
KSFO,1986-12-06,NCDC-EstDew-EstWind,62,46,54,11,0,,0,
KSFO,1986-12-07,NCDC-EstDew-EstWind,65,44,54.5,10.5,0,,0,
KSFO,1986-12-08,NCDC-EstDew-EstWind,62,41,51.5,13.5,0,,0,
KSFO,1986-12-09,NCDC-EstDew-EstWind,62,43,52.5,12.5,0,,0,
KSFO,1986-12-10,NCDC-EstDew-EstWind,60,41,50.5,14.5,0,,0,
KSFO,1986-12-11,NCDC-EstDew-EstWind,51,42,46.5,18.5,0,,0,
KSFO,1986-12-12,NCDC-EstDew-EstWind,50,42,46,19,0,,0,
KSFO,1986-12-13,NCDC-EstDew-EstWind,51,46,48.5,16.5,0,,0,
KSFO,1986-12-14,NCDC-EstDew-EstWind,49,46,47.5,17.5,0,,0,
KSFO,1986-12-15,NCDC-EstDew-EstWind,53,45,49,16,0,,0,
KSFO,1986-12-16,NCDC-EstDew-EstWind,63,44,53.5,11.5,0,,0,
KSFO,1986-12-17,NCDC-EstDew-EstWind,58,41,49.5,15.5,0,,0,
KSFO,1986-12-18,NCDC-EstDew-EstWind,58,46,52,13,0,,0,
KSFO,1986-12-19,NCDC-EstDew-EstWind,58,44,51,14,0,,0,
KSFO,1986-12-20,NCDC-EstDew-EstWind,58,43,50.5,14.5,0,,0,
KSFO,1986-12-21,NCDC-EstDew-EstWind,55,41,48,17,0,,0,
KSFO,1986-12-22,NCDC-EstDew-EstWind,54,44,49,16,0,,0,
KSFO,1986-12-23,NCDC-EstDew-EstWind,58,44,51,14,0,,0,
KSFO,1986-12-24,NCDC-EstDew-EstWind,58,44,51,14,0,,0,
KSFO,1986-12-25,NCDC-EstDew-EstWind,55,42,48.5,16.5,0,,0,
KSFO,1986-12-26,NCDC-EstDew-EstWind,54,45,49.5,15.5,0,,0,
KSFO,1986-12-27,NCDC-EstDew-EstWind,52,42,47,18,0,,0,
KSFO,1986-12-28,NCDC-EstDew-EstWind,50,41,45.5,19.5,0,,0,
KSFO,1986-12-29,NCDC-EstDew-EstWind,57,43,50,15,0,,0,
KSFO,1986-12-30,NCDC-EstDew-EstWind,55,41,48,17,0,,0,
KSFO,1986-12-31,NCDC-EstDew-EstWind,50,46,48,17,0,,0,
KSFO,1987-01-01,NCDC-EstDew-EstWind,59,48,53.5,11.5,0,,0,
KSFO,1987-01-02,NCDC-EstDew-EstWind,55,45,50,15,0,,0,
KSFO,1987-01-03,NCDC-EstDew-EstWind,56,49,52.5,12.5,0,,0,
KSFO,1987-01-04,NCDC-EstDew-EstWind,53,45,49,16,0,,0,
KSFO,1987-01-05,NCDC-EstDew-EstWind,56,45,50.5,14.5,0,,0,
KSFO,1987-01-06,NCDC-EstDew-EstWind,53,45,49,16,0,,0,
KSFO,1987-01-07,NCDC-EstDew-EstWind,56,38,47,18,0,,0,
KSFO,1987-01-08,NCDC-EstDew-EstWind,51,36,43.5,21.5,0,,0,
KSFO,1987-01-09,NCDC-EstDew-EstWind,56,42,49,16,0,,0,
KSFO,1987-01-10,NCDC-EstDew-EstWind,55,39,47,18,0,,0,
KSFO,1987-01-11,NCDC-EstDew-EstWind,48,38,43,22,0,,0,
KSFO,1987-01-12,NCDC-EstDew-EstWind,46,39,42.5,22.5,0,,0,
KSFO,1987-01-13,NCDC-EstDew-EstWind,57,39,48,17,0,,0,
KSFO,1987-01-14,NCDC-EstDew-EstWind,58,37,47.5,17.5,0,,0,
KSFO,1987-01-15,NCDC-EstDew-EstWind,50,44,47,18,0,,0,
KSFO,1987-01-16,NCDC-EstDew-EstWind,55,38,46.5,18.5,0,,0,
KSFO,1987-01-17,NCDC-EstDew-EstWind,60,35,47.5,17.5,0,,0,
KSFO,1987-01-18,NCDC-EstDew-EstWind,57,38,47.5,17.5,0,,0,
KSFO,1987-01-19,NCDC-EstDew-EstWind,63,44,53.5,11.5,0,,0,
KSFO,1987-01-20,NCDC-EstDew-EstWind,60,43,51.5,13.5,0,,0,
KSFO,1987-01-21,NCDC-EstDew-EstWind,56,39,47.5,17.5,0,,0,
KSFO,1987-01-22,NCDC-EstDew-EstWind,53,41,47,18,0,,0,
KSFO,1987-01-23,NCDC-EstDew-EstWind,55,47,51,14,0,,0,
KSFO,1987-01-24,NCDC-EstDew-EstWind,57,48,52.5,12.5,0,,0,
KSFO,1987-01-25,NCDC-EstDew-EstWind,60,50,55,10,0,,0,
KSFO,1987-01-26,NCDC-EstDew-EstWind,59,48,53.5,11.5,0,,0,
KSFO,1987-01-27,NCDC-EstDew-EstWind,57,46,51.5,13.5,0,,0,
KSFO,1987-01-28,NCDC-EstDew-EstWind,57,46,51.5,13.5,0,,0,
KSFO,1987-01-29,NCDC-EstDew-EstWind,56,46,51,14,0,,0,
KSFO,1987-01-30,NCDC-EstDew-EstWind,57,47,52,13,0,,0,
KSFO,1987-01-31,NCDC-EstDew-EstWind,60,43,51.5,13.5,0,,0,
KSFO,1987-02-01,NCDC-EstDew-EstWind,56,40,48,17,0,,0,
KSFO,1987-02-02,NCDC-EstDew-EstWind,56,51,53.5,11.5,0,,0,
KSFO,1987-02-03,NCDC-EstDew-EstWind,59,47,53,12,0,,0,
KSFO,1987-02-04,NCDC-EstDew-EstWind,62,43,52.5,12.5,0,,0,
KSFO,1987-02-05,NCDC-EstDew-EstWind,64,45,54.5,10.5,0,,0,
KSFO,1987-02-06,NCDC-EstDew-EstWind,66,45,55.5,9.5,0,,0,
KSFO,1987-02-07,NCDC-EstDew-EstWind,73,47,60,5,0,,0,
KSFO,1987-02-08,NCDC-EstDew-EstWind,69,50,59.5,5.5,0,,0,
KSFO,1987-02-09,NCDC-EstDew-EstWind,60,54,57,8,0,,0,
KSFO,1987-02-10,NCDC-EstDew-EstWind,62,53,57.5,7.5,0,,0,
KSFO,1987-02-11,NCDC-EstDew-EstWind,63,52,57.5,7.5,0,,0,
KSFO,1987-02-12,NCDC-EstDew-EstWind,60,54,57,8,0,,0,
KSFO,1987-02-13,NCDC-EstDew-EstWind,62,54,58,7,0,,0,
KSFO,1987-02-14,NCDC-EstDew-EstWind,57,45,51,14,0,,0,
KSFO,1987-02-15,NCDC-EstDew-EstWind,58,48,53,12,0,,0,
KSFO,1987-02-16,NCDC-EstDew-EstWind,59,42,50.5,14.5,0,,0,
KSFO,1987-02-17,NCDC-EstDew-EstWind,62,43,52.5,12.5,0,,0,
KSFO,1987-02-18,NCDC-EstDew-EstWind,62,45,53.5,11.5,0,,0,
KSFO,1987-02-19,NCDC-EstDew-EstWind,67,48,57.5,7.5,0,,0,
KSFO,1987-02-20,NCDC-EstDew-EstWind,63,48,55.5,9.5,0,,0,
KSFO,1987-02-21,NCDC-EstDew-EstWind,55,46,50.5,14.5,0,,0,
KSFO,1987-02-22,NCDC-EstDew-EstWind,63,39,51,14,0,,0,
KSFO,1987-02-23,NCDC-EstDew-EstWind,53,43,48,17,0,,0,
KSFO,1987-02-24,NCDC-EstDew-EstWind,55,38,46.5,18.5,0,,0,
KSFO,1987-02-25,NCDC-EstDew-EstWind,56,40,48,17,0,,0,
KSFO,1987-02-26,NCDC-EstDew-EstWind,60,38,49,16,0,,0,
KSFO,1987-02-27,NCDC-EstDew-EstWind,60,43,51.5,13.5,0,,0,
KSFO,1987-02-28,NCDC-EstDew-EstWind,60,42,51,14,0,,0,
KSFO,1987-03-01,NCDC-EstDew-EstWind,57,42,49.5,15.5,0,,0,
KSFO,1987-03-02,NCDC-EstDew-EstWind,63,48,55.5,9.5,0,,0,
KSFO,1987-03-03,NCDC-EstDew-EstWind,63,53,58,7,0,,0,
KSFO,1987-03-04,NCDC-EstDew-EstWind,65,51,58,7,0,,0,
KSFO,1987-03-05,NCDC-EstDew-EstWind,60,52,56,9,0,,0,
KSFO,1987-03-06,NCDC-EstDew-EstWind,61,47,54,11,0,,0,
KSFO,1987-03-07,NCDC-EstDew-EstWind,58,45,51.5,13.5,0,,0,
KSFO,1987-03-08,NCDC-EstDew-EstWind,61,48,54.5,10.5,0,,0,
KSFO,1987-03-09,NCDC-EstDew-EstWind,62,48,55,10,0,,0,
KSFO,1987-03-10,NCDC-EstDew-EstWind,63,48,55.5,9.5,0,,0,
KSFO,1987-03-11,NCDC-EstDew-EstWind,64,54,59,6,0,,0,
KSFO,1987-03-12,NCDC-EstDew-EstWind,62,52,57,8,0,,0,
KSFO,1987-03-13,NCDC-EstDew-EstWind,62,51,56.5,8.5,0,,0,
KSFO,1987-03-14,NCDC-EstDew-EstWind,55,48,51.5,13.5,0,,0,
KSFO,1987-03-15,NCDC-EstDew-EstWind,58,46,52,13,0,,0,
KSFO,1987-03-16,NCDC-EstDew-EstWind,60,44,52,13,0,,0,
KSFO,1987-03-17,NCDC-EstDew-EstWind,60,50,55,10,0,,0,
KSFO,1987-03-18,NCDC-EstDew-EstWind,56,46,51,14,0,,0,
KSFO,1987-03-19,NCDC-EstDew-EstWind,55,44,49.5,15.5,0,,0,
KSFO,1987-03-20,NCDC-EstDew-EstWind,57,39,48,17,0,,0,
KSFO,1987-03-21,NCDC-EstDew-EstWind,53,43,48,17,0,,0,
KSFO,1987-03-22,NCDC-EstDew-EstWind,57,40,48.5,16.5,0,,0,
KSFO,1987-03-23,NCDC-EstDew-EstWind,58,48,53,12,0,,0,
KSFO,1987-03-24,NCDC-EstDew-EstWind,63,44,53.5,11.5,0,,0,
KSFO,1987-03-25,NCDC-EstDew-EstWind,68,47,57.5,7.5,0,,0,
KSFO,1987-03-26,NCDC-EstDew-EstWind,71,45,58,7,0,,0,
KSFO,1987-03-27,NCDC-EstDew-EstWind,71,47,59,6,0,,0,
KSFO,1987-03-28,NCDC-EstDew-EstWind,73,49,61,4,0,,0,
KSFO,1987-03-29,NCDC-EstDew-EstWind,74,46,60,5,0,,0,
KSFO,1987-03-30,NCDC-EstDew-EstWind,74,48,61,4,0,,0,
KSFO,1987-03-31,NCDC-EstDew-EstWind,73,50,61.5,3.5,0,,0,
KSFO,1987-04-01,NCDC-EstDew-EstWind,73,49,61,4,0,,0,0
KSFO,1987-04-02,NCDC-EstDew-EstWind,62,52,57,8,0,,0,0
