Site4,Date,Source,Max Temp,Min Temp,Avg Temp,HDDs,CDDs,Precipitation Water Equiv,Snowfall,Snow/Ice Depth
KSFO,1960-01-01,CSOD-EstDew-EstWind,48,34,41,24,0,0,0,0
KSFO,1960-01-02,CSOD-EstDew-EstWind,47,29,38,27,0,0,0,0
KSFO,1960-01-03,CSOD-EstDew-EstWind,53,38,45.5,19.5,0,0,0,0
KSFO,1960-01-04,CSOD-EstDew-EstWind,56,33,44.5,20.5,0,0,0,0
KSFO,1960-01-05,CSOD-EstDew-EstWind,52,35,43.5,21.5,0,0,0,0
KSFO,1960-01-06,CSOD-EstDew-EstWind,52,40,46,19,0,0,0,0
KSFO,1960-01-07,CSOD-EstDew-EstWind,62,47,54.5,10.5,0,0.09,0,0
KSFO,1960-01-08,CSOD-EstDew-EstWind,54,49,51.5,13.5,0,0.44,0,0
KSFO,1960-01-09,CSOD-EstDew-EstWind,51,46,48.5,16.5,0,0.97,0,0
KSFO,1960-01-10,CSOD-EstDew-EstWind,55,45,50,15,0,0.07,0,0
KSFO,1960-01-11,CSOD-EstDew-EstWind,55,44,49.5,15.5,0,0.66,0,0
KSFO,1960-01-12,CSOD-EstDew-EstWind,53,40,46.5,18.5,0,0,0,0
KSFO,1960-01-13,CSOD-EstDew-EstWind,50,35,42.5,22.5,0,0.14,0,0
KSFO,1960-01-14,CSOD-EstDew-EstWind,50,38,44,21,0,0.73,0,0
KSFO,1960-01-15,CSOD-EstDew-EstWind,53,39,46,19,0,0,0,0
KSFO,1960-01-16,CSOD-EstDew-EstWind,55,36,45.5,19.5,0,0,0,0
KSFO,1960-01-17,CSOD-EstDew-EstWind,55,37,46,19,0,0,0,0
KSFO,1960-01-18,CSOD-EstDew-EstWind,49,41,45,20,0,0,0,0
KSFO,1960-01-19,CSOD-EstDew-EstWind,53,40,46.5,18.5,0,0,0,0
KSFO,1960-01-20,CSOD-EstDew-EstWind,58,43,50.5,14.5,0,0,0,0
KSFO,1960-01-21,CSOD-EstDew-EstWind,55,50,52.5,12.5,0,0.23,0,0
KSFO,1960-01-22,CSOD-EstDew-EstWind,61,49,55,10,0,0,0,0
KSFO,1960-01-23,CSOD-EstDew-EstWind,59,46,52.5,12.5,0,0,0,0
KSFO,1960-01-24,CSOD-EstDew-EstWind,61,49,55,10,0,0.35,0,0
KSFO,1960-01-25,CSOD-EstDew-EstWind,62,53,57.5,7.5,0,0.72,0,0
KSFO,1960-01-26,CSOD-EstDew-EstWind,60,50,55,10,0,0.07,0,0
KSFO,1960-01-27,CSOD-EstDew-EstWind,61,48,54.5,10.5,0,0,0,0
KSFO,1960-01-28,CSOD-EstDew-EstWind,60,48,54,11,0,0,0,0
KSFO,1960-01-29,CSOD-EstDew-EstWind,64,45,54.5,10.5,0,0,0,0
KSFO,1960-01-30,CSOD-EstDew-EstWind,63,49,56,9,0,0,0,0
KSFO,1960-01-31,CSOD-EstDew-EstWind,59,46,52.5,12.5,0,0.02,0,0
KSFO,1960-02-01,CSOD-EstDew-EstWind,62,51,56.5,8.5,0,1.06,0,0
KSFO,1960-02-02,CSOD-EstDew-EstWind,59,46,52.5,12.5,0,0,0,0
KSFO,1960-02-03,CSOD-EstDew-EstWind,58,47,52.5,12.5,0,0.15,0,0
KSFO,1960-02-04,CSOD-EstDew-EstWind,58,43,50.5,14.5,0,0.16,0,0
KSFO,1960-02-05,CSOD-EstDew-EstWind,59,53,56,9,0,0.55,0,0
KSFO,1960-02-06,CSOD-EstDew-EstWind,62,53,57.5,7.5,0,0,0,0
KSFO,1960-02-07,CSOD-EstDew-EstWind,63,55,59,6,0,0.06,0,0
KSFO,1960-02-08,CSOD-EstDew-EstWind,62,49,55.5,9.5,0,1.3,0,0
KSFO,1960-02-09,CSOD-EstDew-EstWind,57,47,52,13,0,0.74,0,0
KSFO,1960-02-10,CSOD-EstDew-EstWind,56,44,50,15,0,0.17,0,0
KSFO,1960-02-11,CSOD-EstDew-EstWind,60,40,50,15,0,0,0,0
KSFO,1960-02-12,CSOD-EstDew-EstWind,59,42,50.5,14.5,0,0,0,0
KSFO,1960-02-13,CSOD-EstDew-EstWind,58,44,51,14,0,0,0,0
KSFO,1960-02-14,CSOD-EstDew-EstWind,62,40,51,14,0,0,0,0
KSFO,1960-02-15,CSOD-EstDew-EstWind,60,42,51,14,0,0,0,0
KSFO,1960-02-16,CSOD-EstDew-EstWind,62,43,52.5,12.5,0,0,0,0
KSFO,1960-02-17,CSOD-EstDew-EstWind,60,39,49.5,15.5,0,0,0,0
KSFO,1960-02-18,CSOD-EstDew-EstWind,54,45,49.5,15.5,0,0.19,0,0
KSFO,1960-02-19,CSOD-EstDew-EstWind,57,39,48,17,0,0,0,0
KSFO,1960-02-20,CSOD-EstDew-EstWind,62,43,52.5,12.5,0,0,0,0
KSFO,1960-02-21,CSOD-EstDew-EstWind,59,39,49,16,0,0,0,0
KSFO,1960-02-22,CSOD-EstDew-EstWind,60,38,49,16,0,0,0,0
KSFO,1960-02-23,CSOD-EstDew-EstWind,60,39,49.5,15.5,0,0,0,0
KSFO,1960-02-24,CSOD-EstDew-EstWind,60,37,48.5,16.5,0,0,0,0
KSFO,1960-02-25,CSOD-EstDew-EstWind,56,46,51,14,0,0,0,0
KSFO,1960-02-26,CSOD-EstDew-EstWind,55,48,51.5,13.5,0,0,0,0
KSFO,1960-02-27,CSOD-EstDew-EstWind,53,43,48,17,0,0,0,0
KSFO,1960-02-28,CSOD-EstDew-EstWind,54,44,49,16,0,0,0,0
KSFO,1960-02-29,CSOD-EstDew-EstWind,59,41,50,15,0,0,0,0
KSFO,1960-03-01,CSOD-EstDew-EstWind,54,45,49.5,15.5,0,0,0,0
KSFO,1960-03-02,CSOD-EstDew-EstWind,56,40,48,17,0,0,0,0
KSFO,1960-03-03,CSOD-EstDew-EstWind,60,46,53,12,0,0,0,0
KSFO,1960-03-04,CSOD-EstDew-EstWind,62,53,57.5,7.5,0,0,0,0
KSFO,1960-03-05,CSOD-EstDew-EstWind,60,54,57,8,0,0.03,0,0
KSFO,1960-03-06,CSOD-EstDew-EstWind,60,53,56.5,8.5,0,0.2,0,0
KSFO,1960-03-07,CSOD-EstDew-EstWind,62,50,56,9,0,0.14,0,0
KSFO,1960-03-08,CSOD-EstDew-EstWind,59,47,53,12,0,0,0,0
KSFO,1960-03-09,CSOD-EstDew-EstWind,59,46,52.5,12.5,0,0,0,0
KSFO,1960-03-10,CSOD-EstDew-EstWind,61,39,50,15,0,0,0,0
KSFO,1960-03-11,CSOD-EstDew-EstWind,62,49,55.5,9.5,0,0.07,0,0
KSFO,1960-03-12,CSOD-EstDew-EstWind,60,53,56.5,8.5,0,0.17,0,0
KSFO,1960-03-13,CSOD-EstDew-EstWind,60,47,53.5,11.5,0,0.05,0,0
KSFO,1960-03-14,CSOD-EstDew-EstWind,65,47,56,9,0,0,0,0
KSFO,1960-03-15,CSOD-EstDew-EstWind,59,48,53.5,11.5,0,0,0,0
KSFO,1960-03-16,CSOD-EstDew-EstWind,73,47,60,5,0,0,0,0
KSFO,1960-03-17,CSOD-EstDew-EstWind,75,57,66,0,1,0,0,0
KSFO,1960-03-18,CSOD-EstDew-EstWind,76,48,62,3,0,0,0,0
KSFO,1960-03-19,CSOD-EstDew-EstWind,73,47,60,5,0,0,0,0
KSFO,1960-03-20,CSOD-EstDew-EstWind,74,46,60,5,0,0,0,0
KSFO,1960-03-21,CSOD-EstDew-EstWind,59,47,53,12,0,0,0,0
KSFO,1960-03-22,CSOD-EstDew-EstWind,57,48,52.5,12.5,0,0,0,0
KSFO,1960-03-23,CSOD-EstDew-EstWind,55,49,52,13,0,0,0,0
KSFO,1960-03-24,CSOD-EstDew-EstWind,56,50,53,12,0,0,0,0
KSFO,1960-03-25,CSOD-EstDew-EstWind,58,50,54,11,0,0,0,0
KSFO,1960-03-26,CSOD-EstDew-EstWind,61,47,54,11,0,0,0,0
KSFO,1960-03-27,CSOD-EstDew-EstWind,62,49,55.5,9.5,0,0.36,0,0
KSFO,1960-03-28,CSOD-EstDew-EstWind,59,44,51.5,13.5,0,0,0,0
KSFO,1960-03-29,CSOD-EstDew-EstWind,62,41,51.5,13.5,0,0,0,0
KSFO,1960-03-30,CSOD-EstDew-EstWind,61,50,55.5,9.5,0,0.15,0,0
KSFO,1960-03-31,CSOD-EstDew-EstWind,61,44,52.5,12.5,0,0,0,0
KSFO,1960-04-01,CSOD-EstDew-EstWind,63,51,57,8,0,0,0,0
KSFO,1960-04-02,CSOD-EstDew-EstWind,76,48,62,3,0,0,0,0
KSFO,1960-04-03,CSOD-EstDew-EstWind,77,50,63.5,1.5,0,0,0,0
KSFO,1960-04-04,CSOD-EstDew-EstWind,81,47,64,1,0,0,0,0
KSFO,1960-04-05,CSOD-EstDew-EstWind,70,49,59.5,5.5,0,0,0,0
KSFO,1960-04-06,CSOD-EstDew-EstWind,75,50,62.5,2.5,0,0.02,0,0
KSFO,1960-04-07,CSOD-EstDew-EstWind,67,51,59,6,0,0,0,0
KSFO,1960-04-08,CSOD-EstDew-EstWind,64,51,57.5,7.5,0,0,0,0
KSFO,1960-04-09,CSOD-EstDew-EstWind,60,49,54.5,10.5,0,0,0,0
KSFO,1960-04-10,CSOD-EstDew-EstWind,59,48,53.5,11.5,0,0,0,0
KSFO,1960-04-11,CSOD-EstDew-EstWind,61,49,55,10,0,0.04,0,0
KSFO,1960-04-12,CSOD-EstDew-EstWind,62,47,54.5,10.5,0,0,0,0
KSFO,1960-04-13,CSOD-EstDew-EstWind,63,51,57,8,0,0,0,0
KSFO,1960-04-14,CSOD-EstDew-EstWind,62,48,55,10,0,0.01,0,0
KSFO,1960-04-15,CSOD-EstDew-EstWind,61,46,53.5,11.5,0,0,0,0
KSFO,1960-04-16,CSOD-EstDew-EstWind,66,41,53.5,11.5,0,0,0,0
KSFO,1960-04-17,CSOD-EstDew-EstWind,62,43,52.5,12.5,0,0,0,0
KSFO,1960-04-18,CSOD-EstDew-EstWind,67,51,59,6,0,0,0,0
KSFO,1960-04-19,CSOD-EstDew-EstWind,65,50,57.5,7.5,0,0,0,0
KSFO,1960-04-20,CSOD-EstDew-EstWind,65,48,56.5,8.5,0,0,0,0
KSFO,1960-04-21,CSOD-EstDew-EstWind,60,45,52.5,12.5,0,0,0,0
KSFO,1960-04-22,CSOD-EstDew-EstWind,57,43,50,15,0,0.01,0,0
KSFO,1960-04-23,CSOD-EstDew-EstWind,58,41,49.5,15.5,0,0.06,0,0
KSFO,1960-04-24,CSOD-EstDew-EstWind,61,39,50,15,0,0,0,0
KSFO,1960-04-25,CSOD-EstDew-EstWind,64,47,55.5,9.5,0,0,0,0
KSFO,1960-04-26,CSOD-EstDew-EstWind,57,45,51,14,0,0.43,0,0
KSFO,1960-04-27,CSOD-EstDew-EstWind,59,48,53.5,11.5,0,0.16,0,0
KSFO,1960-04-28,CSOD-EstDew-EstWind,60,46,53,12,0,0,0,0
KSFO,1960-04-29,CSOD-EstDew-EstWind,65,46,55.5,9.5,0,0,0,0
KSFO,1960-04-30,CSOD-EstDew-EstWind,61,49,55,10,0,0,0,0
KSFO,1960-05-01,CSOD-EstDew-EstWind,64,47,55.5,9.5,0,0,0,0
KSFO,1960-05-02,CSOD-EstDew-EstWind,59,49,54,11,0,0,0,0
KSFO,1960-05-03,CSOD-EstDew-EstWind,60,48,54,11,0,0.2,0,0
KSFO,1960-05-04,CSOD-EstDew-EstWind,61,47,54,11,0,0,0,0
KSFO,1960-05-05,CSOD-EstDew-EstWind,65,44,54.5,10.5,0,0,0,0
KSFO,1960-05-06,CSOD-EstDew-EstWind,70,47,58.5,6.5,0,0,0,0
KSFO,1960-05-07,CSOD-EstDew-EstWind,71,52,61.5,3.5,0,0,0,0
KSFO,1960-05-08,CSOD-EstDew-EstWind,63,50,56.5,8.5,0,0,0,0
KSFO,1960-05-09,CSOD-EstDew-EstWind,71,46,58.5,6.5,0,0,0,0
KSFO,1960-05-10,CSOD-EstDew-EstWind,74,52,63,2,0,0,0,0
KSFO,1960-05-11,CSOD-EstDew-EstWind,73,54,63.5,1.5,0,0,0,0
KSFO,1960-05-12,CSOD-EstDew-EstWind,68,53,60.5,4.5,0,0,0,0
KSFO,1960-05-13,CSOD-EstDew-EstWind,67,48,57.5,7.5,0,0,0,0
KSFO,1960-05-14,CSOD-EstDew-EstWind,64,51,57.5,7.5,0,0,0,0
KSFO,1960-05-15,CSOD-EstDew-EstWind,62,50,56,9,0,0,0,0
KSFO,1960-05-16,CSOD-EstDew-EstWind,64,50,57,8,0,0,0,0
KSFO,1960-05-17,CSOD-EstDew-EstWind,64,48,56,9,0,0,0,0
KSFO,1960-05-18,CSOD-EstDew-EstWind,66,48,57,8,0,0,0,0
KSFO,1960-05-19,CSOD-EstDew-EstWind,76,47,61.5,3.5,0,0,0,0
KSFO,1960-05-20,CSOD-EstDew-EstWind,66,49,57.5,7.5,0,0,0,0
KSFO,1960-05-21,CSOD-EstDew-EstWind,62,47,54.5,10.5,0,0,0,0
KSFO,1960-05-22,CSOD-EstDew-EstWind,63,45,54,11,0,0,0,0
KSFO,1960-05-23,CSOD-EstDew-EstWind,60,50,55,10,0,0.2,0,0
KSFO,1960-05-24,CSOD-EstDew-EstWind,64,51,57.5,7.5,0,0.14,0,0
KSFO,1960-05-25,CSOD-EstDew-EstWind,73,55,64,1,0,0,0,0
KSFO,1960-05-26,CSOD-EstDew-EstWind,73,52,62.5,2.5,0,0,0,0
KSFO,1960-05-27,CSOD-EstDew-EstWind,71,52,61.5,3.5,0,0,0,0
KSFO,1960-05-28,CSOD-EstDew-EstWind,65,51,58,7,0,0,0,0
KSFO,1960-05-29,CSOD-EstDew-EstWind,60,52,56,9,0,0,0,0
KSFO,1960-05-30,CSOD-EstDew-EstWind,77,49,63,2,0,0,0,0
KSFO,1960-05-31,CSOD-EstDew-EstWind,81,51,66,0,1,0,0,0
KSFO,1960-06-01,CSOD-EstDew-EstWind,87,55,71,0,6,0,0,0
KSFO,1960-06-02,CSOD-EstDew-EstWind,102,58,80,0,15,0,0,0
KSFO,1960-06-03,CSOD-EstDew-EstWind,87,57,72,0,7,0,0,0
KSFO,1960-06-04,CSOD-EstDew-EstWind,83,57,70,0,5,0,0,0
KSFO,1960-06-05,CSOD-EstDew-EstWind,78,58,68,0,3,0,0,0
KSFO,1960-06-06,CSOD-EstDew-EstWind,71,58,64.5,0.5,0,0,0,0
KSFO,1960-06-07,CSOD-EstDew-EstWind,71,54,62.5,2.5,0,0,0,0
KSFO,1960-06-08,CSOD-EstDew-EstWind,71,53,62,3,0,0,0,0
KSFO,1960-06-09,CSOD-EstDew-EstWind,72,50,61,4,0,0,0,0
KSFO,1960-06-10,CSOD-EstDew-EstWind,69,53,61,4,0,0,0,0
KSFO,1960-06-11,CSOD-EstDew-EstWind,74,52,63,2,0,0,0,0
KSFO,1960-06-12,CSOD-EstDew-EstWind,70,52,61,4,0,0,0,0
KSFO,1960-06-13,CSOD-EstDew-EstWind,79,50,64.5,0.5,0,0,0,0
KSFO,1960-06-14,CSOD-EstDew-EstWind,80,53,66.5,0,1.5,0,0,0
KSFO,1960-06-15,CSOD-EstDew-EstWind,80,56,68,0,3,0,0,0
KSFO,1960-06-16,CSOD-EstDew-EstWind,79,56,67.5,0,2.5,0,0,0
KSFO,1960-06-17,CSOD-EstDew-EstWind,72,54,63,2,0,0,0,0
KSFO,1960-06-18,CSOD-EstDew-EstWind,69,52,60.5,4.5,0,0,0,0
KSFO,1960-06-19,CSOD-EstDew-EstWind,70,52,61,4,0,0,0,0
KSFO,1960-06-20,CSOD-EstDew-EstWind,84,53,68.5,0,3.5,0,0,0
KSFO,1960-06-21,CSOD-EstDew-EstWind,86,54,70,0,5,0,0,0
KSFO,1960-06-22,CSOD-EstDew-EstWind,75,53,64,1,0,0,0,0
KSFO,1960-06-23,CSOD-EstDew-EstWind,73,53,63,2,0,0,0,0
KSFO,1960-06-24,CSOD-EstDew-EstWind,74,53,63.5,1.5,0,0,0,0
KSFO,1960-06-25,CSOD-EstDew-EstWind,70,52,61,4,0,0,0,0
KSFO,1960-06-26,CSOD-EstDew-EstWind,68,50,59,6,0,0,0,0
KSFO,1960-06-27,CSOD-EstDew-EstWind,66,51,58.5,6.5,0,0,0,0
KSFO,1960-06-28,CSOD-EstDew-EstWind,61,52,56.5,8.5,0,0,0,0
KSFO,1960-06-29,CSOD-EstDew-EstWind,65,52,58.5,6.5,0,0,0,0
KSFO,1960-06-30,CSOD-EstDew-EstWind,62,53,57.5,7.5,0,0,0,0
KSFO,1960-07-01,CSOD-EstDew-EstWind,67,53,60,5,0,0,0,0
KSFO,1960-07-02,CSOD-EstDew-EstWind,72,50,61,4,0,0,0,0
KSFO,1960-07-03,CSOD-EstDew-EstWind,74,54,64,1,0,0,0,0
KSFO,1960-07-04,CSOD-EstDew-EstWind,74,51,62.5,2.5,0,0,0,0
KSFO,1960-07-05,CSOD-EstDew-EstWind,74,54,64,1,0,0,0,0
KSFO,1960-07-06,CSOD-EstDew-EstWind,72,55,63.5,1.5,0,0,0,0
KSFO,1960-07-07,CSOD-EstDew-EstWind,68,55,61.5,3.5,0,0,0,0
KSFO,1960-07-08,CSOD-EstDew-EstWind,75,55,65,0,0,0,0,0
KSFO,1960-07-09,CSOD-EstDew-EstWind,66,53,59.5,5.5,0,0,0,0
KSFO,1960-07-10,CSOD-EstDew-EstWind,67,53,60,5,0,0,0,0
KSFO,1960-07-11,CSOD-EstDew-EstWind,66,51,58.5,6.5,0,0,0,0
KSFO,1960-07-12,CSOD-EstDew-EstWind,68,55,61.5,3.5,0,0,0,0
KSFO,1960-07-13,CSOD-EstDew-EstWind,73,55,64,1,0,0,0,0
KSFO,1960-07-14,CSOD-EstDew-EstWind,69,54,61.5,3.5,0,0,0,0
KSFO,1960-07-15,CSOD-EstDew-EstWind,76,53,64.5,0.5,0,0,0,0
KSFO,1960-07-16,CSOD-EstDew-EstWind,74,51,62.5,2.5,0,0,0,0
KSFO,1960-07-17,CSOD-EstDew-EstWind,71,51,61,4,0,0,0,0
KSFO,1960-07-18,CSOD-EstDew-EstWind,75,50,62.5,2.5,0,0,0,0
KSFO,1960-07-19,CSOD-EstDew-EstWind,78,50,64,1,0,0,0,0
KSFO,1960-07-20,CSOD-EstDew-EstWind,86,52,69,0,4,0,0,0
KSFO,1960-07-21,CSOD-EstDew-EstWind,72,54,63,2,0,0,0,0
KSFO,1960-07-22,CSOD-EstDew-EstWind,76,53,64.5,0.5,0,0,0,0
KSFO,1960-07-23,CSOD-EstDew-EstWind,71,53,62,3,0,0,0,0
KSFO,1960-07-24,CSOD-EstDew-EstWind,77,53,65,0,0,0,0,0
KSFO,1960-07-25,CSOD-EstDew-EstWind,75,54,64.5,0.5,0,0,0,0
KSFO,1960-07-26,CSOD-EstDew-EstWind,69,54,61.5,3.5,0,0,0,0
KSFO,1960-07-27,CSOD-EstDew-EstWind,68,53,60.5,4.5,0,0,0,0
KSFO,1960-07-28,CSOD-EstDew-EstWind,67,53,60,5,0,0,0,0
KSFO,1960-07-29,CSOD-EstDew-EstWind,67,54,60.5,4.5,0,0,0,0
KSFO,1960-07-30,CSOD-EstDew-EstWind,67,55,61,4,0,0,0,0
KSFO,1960-07-31,CSOD-EstDew-EstWind,65,54,59.5,5.5,0,0,0,0
KSFO,1960-08-01,CSOD-EstDew-EstWind,68,53,60.5,4.5,0,0,0,0
KSFO,1960-08-02,CSOD-EstDew-EstWind,67,54,60.5,4.5,0,0,0,0
KSFO,1960-08-03,CSOD-EstDew-EstWind,66,54,60,5,0,0,0,0
KSFO,1960-08-04,CSOD-EstDew-EstWind,73,53,63,2,0,0,0,0
KSFO,1960-08-05,CSOD-EstDew-EstWind,75,51,63,2,0,0,0,0
KSFO,1960-08-06,CSOD-EstDew-EstWind,73,51,62,3,0,0,0,0
KSFO,1960-08-07,CSOD-EstDew-EstWind,67,51,59,6,0,0,0,0
KSFO,1960-08-08,CSOD-EstDew-EstWind,71,54,62.5,2.5,0,0,0,0
KSFO,1960-08-09,CSOD-EstDew-EstWind,66,53,59.5,5.5,0,0,0,0
KSFO,1960-08-10,CSOD-EstDew-EstWind,67,51,59,6,0,0,0,0
KSFO,1960-08-11,CSOD-EstDew-EstWind,70,51,60.5,4.5,0,0,0,0
KSFO,1960-08-12,CSOD-EstDew-EstWind,71,52,61.5,3.5,0,0,0,0
KSFO,1960-08-13,CSOD-EstDew-EstWind,74,51,62.5,2.5,0,0,0,0
KSFO,1960-08-14,CSOD-EstDew-EstWind,73,52,62.5,2.5,0,0,0,0
KSFO,1960-08-15,CSOD-EstDew-EstWind,75,52,63.5,1.5,0,0,0,0
KSFO,1960-08-16,CSOD-EstDew-EstWind,86,54,70,0,5,0,0,0
KSFO,1960-08-17,CSOD-EstDew-EstWind,79,54,66.5,0,1.5,0,0,0
KSFO,1960-08-18,CSOD-EstDew-EstWind,72,51,61.5,3.5,0,0,0,0
KSFO,1960-08-19,CSOD-EstDew-EstWind,74,52,63,2,0,0,0,0
KSFO,1960-08-20,CSOD-EstDew-EstWind,71,52,61.5,3.5,0,0,0,0
KSFO,1960-08-21,CSOD-EstDew-EstWind,67,54,60.5,4.5,0,0,0,0
KSFO,1960-08-22,CSOD-EstDew-EstWind,71,54,62.5,2.5,0,0,0,0
KSFO,1960-08-23,CSOD-EstDew-EstWind,74,51,62.5,2.5,0,0,0,0
KSFO,1960-08-24,CSOD-EstDew-EstWind,68,54,61,4,0,0,0,0
KSFO,1960-08-25,CSOD-EstDew-EstWind,79,51,65,0,0,0,0,0
KSFO,1960-08-26,CSOD-EstDew-EstWind,76,52,64,1,0,0,0,0
KSFO,1960-08-27,CSOD-EstDew-EstWind,72,53,62.5,2.5,0,0,0,0
KSFO,1960-08-28,CSOD-EstDew-EstWind,72,51,61.5,3.5,0,0,0,0
KSFO,1960-08-29,CSOD-EstDew-EstWind,69,53,61,4,0,0,0,0
KSFO,1960-08-30,CSOD-EstDew-EstWind,71,51,61,4,0,0,0,0
KSFO,1960-08-31,CSOD-EstDew-EstWind,67,55,61,4,0,0,0,0
KSFO,1960-09-01,CSOD-EstDew-EstWind,65,52,58.5,6.5,0,0,0,0
KSFO,1960-09-02,CSOD-EstDew-EstWind,68,52,60,5,0,0,0,0
KSFO,1960-09-03,CSOD-EstDew-EstWind,69,52,60.5,4.5,0,0,0,0
KSFO,1960-09-04,CSOD-EstDew-EstWind,72,54,63,2,0,0,0,0
KSFO,1960-09-05,CSOD-EstDew-EstWind,77,52,64.5,0.5,0,0,0,0
KSFO,1960-09-06,CSOD-EstDew-EstWind,75,52,63.5,1.5,0,0,0,0
KSFO,1960-09-07,CSOD-EstDew-EstWind,73,50,61.5,3.5,0,0,0,0
KSFO,1960-09-08,CSOD-EstDew-EstWind,71,52,61.5,3.5,0,0,0,0
KSFO,1960-09-09,CSOD-EstDew-EstWind,80,58,69,0,4,0,0,0
KSFO,1960-09-10,CSOD-EstDew-EstWind,85,56,70.5,0,5.5,0,0,0
KSFO,1960-09-11,CSOD-EstDew-EstWind,77,58,67.5,0,2.5,0,0,0
KSFO,1960-09-12,CSOD-EstDew-EstWind,70,53,61.5,3.5,0,0,0,0
KSFO,1960-09-13,CSOD-EstDew-EstWind,72,51,61.5,3.5,0,0,0,0
KSFO,1960-09-14,CSOD-EstDew-EstWind,67,51,59,6,0,0,0,0
KSFO,1960-09-15,CSOD-EstDew-EstWind,68,58,63,2,0,0,0,0
KSFO,1960-09-16,CSOD-EstDew-EstWind,68,52,60,5,0,0,0,0
KSFO,1960-09-17,CSOD-EstDew-EstWind,71,52,61.5,3.5,0,0,0,0
KSFO,1960-09-18,CSOD-EstDew-EstWind,67,50,58.5,6.5,0,0,0,0
KSFO,1960-09-19,CSOD-EstDew-EstWind,64,49,56.5,8.5,0,0,0,0
KSFO,1960-09-20,CSOD-EstDew-EstWind,70,51,60.5,4.5,0,0,0,0
KSFO,1960-09-21,CSOD-EstDew-EstWind,73,48,60.5,4.5,0,0,0,0
KSFO,1960-09-22,CSOD-EstDew-EstWind,71,51,61,4,0,0,0,0
KSFO,1960-09-23,CSOD-EstDew-EstWind,81,48,64.5,0.5,0,0,0,0
KSFO,1960-09-24,CSOD-EstDew-EstWind,88,51,69.5,0,4.5,0,0,0
KSFO,1960-09-25,CSOD-EstDew-EstWind,91,58,74.5,0,9.5,0,0,0
KSFO,1960-09-26,CSOD-EstDew-EstWind,75,53,64,1,0,0,0,0
KSFO,1960-09-27,CSOD-EstDew-EstWind,69,52,60.5,4.5,0,0,0,0
KSFO,1960-09-28,CSOD-EstDew-EstWind,64,50,57,8,0,0,0,0
KSFO,1960-09-29,CSOD-EstDew-EstWind,69,54,61.5,3.5,0,0,0,0
KSFO,1960-09-30,CSOD-EstDew-EstWind,62,55,58.5,6.5,0,0,0,0
KSFO,1960-10-01,CSOD-EstDew-EstWind,65,56,60.5,4.5,0,0,0,0
KSFO,1960-10-02,CSOD-EstDew-EstWind,66,57,61.5,3.5,0,0,0,0
KSFO,1960-10-03,CSOD-EstDew-EstWind,68,56,62,3,0,0,0,0
KSFO,1960-10-04,CSOD-EstDew-EstWind,71,54,62.5,2.5,0,0,0,0
KSFO,1960-10-05,CSOD-EstDew-EstWind,80,56,68,0,3,0.12,0,0
KSFO,1960-10-06,CSOD-EstDew-EstWind,73,56,64.5,0.5,0,0.1,0,0
KSFO,1960-10-07,CSOD-EstDew-EstWind,69,55,62,3,0,0,0,0
KSFO,1960-10-08,CSOD-EstDew-EstWind,68,54,61,4,0,0,0,0
KSFO,1960-10-09,CSOD-EstDew-EstWind,70,53,61.5,3.5,0,0,0,0
KSFO,1960-10-10,CSOD-EstDew-EstWind,71,51,61,4,0,0,0,0
KSFO,1960-10-11,CSOD-EstDew-EstWind,67,49,58,7,0,0,0,0
KSFO,1960-10-12,CSOD-EstDew-EstWind,62,47,54.5,10.5,0,0,0,0
KSFO,1960-10-13,CSOD-EstDew-EstWind,65,48,56.5,8.5,0,0,0,0
KSFO,1960-10-14,CSOD-EstDew-EstWind,77,44,60.5,4.5,0,0,0,0
KSFO,1960-10-15,CSOD-EstDew-EstWind,83,55,69,0,4,0,0,0
KSFO,1960-10-16,CSOD-EstDew-EstWind,83,51,67,0,2,0,0,0
KSFO,1960-10-17,CSOD-EstDew-EstWind,67,50,58.5,6.5,0,0,0,0
KSFO,1960-10-18,CSOD-EstDew-EstWind,64,50,57,8,0,0,0,0
KSFO,1960-10-19,CSOD-EstDew-EstWind,65,50,57.5,7.5,0,0,0,0
KSFO,1960-10-20,CSOD-EstDew-EstWind,69,47,58,7,0,0,0,0
KSFO,1960-10-21,CSOD-EstDew-EstWind,64,49,56.5,8.5,0,0,0,0
KSFO,1960-10-22,CSOD-EstDew-EstWind,68,48,58,7,0,0,0,0
KSFO,1960-10-23,CSOD-EstDew-EstWind,65,48,56.5,8.5,0,0,0,0
KSFO,1960-10-24,CSOD-EstDew-EstWind,66,50,58,7,0,0,0,0
KSFO,1960-10-25,CSOD-EstDew-EstWind,66,51,58.5,6.5,0,0,0,0
KSFO,1960-10-26,CSOD-EstDew-EstWind,67,55,61,4,0,0.06,0,0
KSFO,1960-10-27,CSOD-EstDew-EstWind,68,51,59.5,5.5,0,0,0,0
KSFO,1960-10-28,CSOD-EstDew-EstWind,71,50,60.5,4.5,0,0,0,0
KSFO,1960-10-29,CSOD-EstDew-EstWind,79,50,64.5,0.5,0,0,0,0
KSFO,1960-10-30,CSOD-EstDew-EstWind,77,48,62.5,2.5,0,0,0,0
KSFO,1960-10-31,CSOD-EstDew-EstWind,73,49,61,4,0,0,0,0
KSFO,1960-11-01,CSOD-EstDew-EstWind,75,48,61.5,3.5,0,0,0,0
